RegistryDate_year,RegistryDate_month,RegistryDate_day,ExpirationDate_year,ExpirationDate_month,ExpirationDate_day,HostCountry,DomainAge,URLType
2017,5,20,2020,5,20,REDACTED FOR PRIVACY,1046,1
2006,1,12,2021,1,12,US,5192,0
2010,6,22,2020,6,22,US,3570,1
2010,6,22,2020,6,22,US,3570,1
2019,8,27,2020,8,27,REDACTED FOR PRIVACY,217,1
1998,9,10,2021,9,9,US,7873,0
2015,2,9,2021,2,9,FR,1877,0
2010,1,30,2021,1,30,US,3713,1
2010,6,22,2020,6,22,US,3570,1
2007,4,2,2021,4,2,CY,4747,0
2004,6,20,2020,6,20,US,5763,0
2008,8,2,2020,8,2,PA,4259,0
2003,9,11,2020,9,11,IN,6046,1
2010,6,22,2023,6,22,CN,3570,1
1998,9,10,2021,9,9,US,7873,0
2010,6,22,2023,6,22,CN,3570,1
2009,4,3,2021,4,3,US,4015,0
2015,3,24,2021,3,24,US,1834,0
2011,11,28,2020,11,28,ZA,3046,1
2010,6,22,2020,6,22,US,3570,0
2014,9,26,2020,9,26,CN,2013,1
2005,2,7,2022,2,7,US,5531,0
2003,10,12,2021,10,12,US,6015,1
2010,6,22,2023,6,22,CN,3570,1
2010,12,3,2023,12,3,BS,3406,0
2011,11,28,2020,11,28,ZA,3046,1
2020,1,21,2021,1,21,PH,70,1
2009,12,21,2020,12,21,CN,3753,1
2005,1,17,2023,1,17,US,5552,1
2010,7,30,2021,2,2,US,3532,0
2002,10,16,2020,10,16,PA,6376,0
2010,6,22,2020,6,22,US,3570,0
2014,4,2,2020,4,2,CN,2190,1
1991,7,25,2028,7,24,US,10477,0
2010,6,22,2020,6,22,US,3570,0
1993,9,30,2025,9,29,US,9679,0
2014,7,5,2021,7,5,US,2096,1
2013,1,29,2021,1,29,US,2618,0
2006,3,22,2020,8,22,US,5123,0
2015,4,4,2022,4,4,US,1823,1
1996,5,1,2021,5,2,US,8735,0
2010,3,11,2021,3,11,US,3673,1
2001,10,21,2020,10,21,US,6736,0
2010,6,22,2020,6,22,US,3570,1
2004,6,20,2020,6,20,US,5763,0
2009,3,15,2021,3,15,US,4034,0
2006,5,28,2021,5,28,US,5056,0
2008,3,13,2021,3,13,US,4401,1
2008,2,21,2021,2,21,US,4422,0
2003,12,26,2021,2,2,US,5940,0
2010,6,22,2020,6,22,US,3570,1
2015,12,1,2020,12,1,US,1582,1
2010,6,22,2023,6,22,CN,3570,1
2010,12,3,2023,12,3,BS,3406,0
2004,9,8,2020,9,8,US,5683,0
2012,3,6,2021,3,6,CN,2947,1
1998,9,10,2021,9,9,US,7873,0
2002,6,21,2020,6,21,US,6493,1
2013,3,19,2021,3,19,EG,2569,0
1997,6,12,2020,6,11,US,8328,0
2010,6,22,2023,6,22,CN,3570,1
2010,6,22,2023,6,22,CN,3570,1
2010,6,22,2020,6,22,US,3570,1
2010,6,22,2020,6,22,US,3570,0
2010,6,22,2023,6,22,CN,3570,1
2010,6,22,2023,6,22,CN,3570,1
2012,3,6,2021,3,6,CN,2947,1
2006,3,22,2020,8,22,US,5123,0
2010,6,22,2023,6,22,CN,3570,1
1996,5,20,2020,5,21,US,8716,0
2009,2,7,2028,2,7,REDACTED FOR PRIVACY,4070,0
2014,4,2,2020,4,2,CN,2190,1
2014,4,2,2020,4,2,CN,2190,1
2010,6,22,2023,6,22,CN,3570,1
2008,3,13,2021,3,13,US,4401,1
2008,8,2,2020,8,2,PA,4259,0
1995,7,16,2021,7,15,US,9025,0
2008,8,2,2020,8,2,PA,4259,0
2020,3,5,2021,3,5,CN,26,1
2020,2,16,2025,2,16,AE,44,1
2010,6,22,2023,6,22,CN,3570,1
2010,6,22,2023,6,22,CN,3570,1
2010,6,22,2023,6,22,CN,3570,1
2006,8,31,2021,8,31,AU,4961,0
2020,2,16,2025,2,16,AE,44,1
2010,6,22,2023,6,22,CN,3570,1
2004,6,14,2020,6,14,US,5769,0
2010,6,22,2023,6,22,CN,3570,1
1995,11,1,2021,2,2,US,8917,0
2008,3,13,2021,3,13,US,4401,1
2010,6,22,2023,6,22,CN,3570,1
1993,9,30,2025,9,29,US,9679,0
2008,9,16,2020,9,19,US,4214,0
2005,12,31,2026,12,31,us,5204,0
2015,2,9,2021,2,9,FR,1877,0
2012,3,6,2021,3,6,CN,2947,1
2011,11,28,2020,11,28,ZA,3046,1
2007,2,23,2021,2,23,US,4785,0
2012,7,10,2021,7,10,REDACTED FOR PRIVACY,2821,1
2000,1,21,2021,1,21,US,7375,0
1999,10,27,2020,10,26,US,7461,0
1998,5,27,2020,5,26,US,7979,0
2012,3,6,2021,3,6,CN,2947,1
2009,4,3,2021,4,3,US,4015,0
2010,6,22,2020,6,22,US,3570,1
2012,7,19,2020,7,19,RU,2812,1
2010,6,22,2023,6,22,CN,3570,1
2010,6,22,2020,6,22,US,3570,0
2010,6,22,2023,6,22,CN,3570,1
2010,6,22,2020,6,22,US,3570,1
2010,6,22,2020,6,22,US,3570,1
2010,4,4,2020,4,4,IL,3649,0
2007,9,28,2021,9,28,CN,4568,1
2010,6,22,2020,6,22,US,3570,0
2018,6,25,2020,6,25,CN,645,1
2017,5,20,2020,5,20,REDACTED FOR PRIVACY,1046,1
2018,5,19,2020,5,19,CN,682,1
2003,12,26,2021,2,2,US,5940,0
2010,1,30,2021,1,30,US,3713,1
2005,6,10,2021,6,10,US,5408,0
2010,6,22,2023,6,22,CN,3570,1
2003,8,29,2023,8,29,CN,6059,1
2006,1,4,2021,1,4,US,5200,1
2014,2,25,2024,2,25,US,2226,0
2010,6,22,2023,6,22,CN,3570,1
2010,6,22,2020,6,22,US,3570,0
2010,6,22,2023,6,22,CN,3570,1
2005,6,10,2021,6,10,US,5408,0
2010,6,22,2023,6,22,CN,3570,1
2004,6,20,2020,6,20,US,5763,0
2010,6,22,2020,6,22,US,3570,1
2005,10,1,2020,10,1,DK,5295,0
2013,2,27,2021,2,27,US,2589,0
2010,12,3,2023,12,3,BS,3406,0
2010,6,22,2023,6,22,CN,3570,1
2014,7,4,2021,7,4,CN,2097,1
2006,11,10,2020,11,10,US,4890,0
2010,6,22,2023,6,22,CN,3570,1
2011,11,28,2020,11,28,ZA,3046,1
1995,11,1,2021,2,2,US,8917,0
1999,8,8,2020,8,8,US,7541,0
2008,3,13,2021,3,13,US,4401,1
2010,6,22,2023,6,22,CN,3570,1
2010,6,22,2023,6,22,CN,3570,1
2013,4,21,2021,4,21,GB,2536,1
2012,3,6,2021,3,6,CN,2947,1
1996,7,16,2021,7,15,IN,8659,0
2000,3,8,2021,3,8,CA,7328,1
2017,8,6,2020,8,6,US,968,0
1999,8,8,2020,8,8,US,7541,0
1998,1,9,2021,1,8,US,8117,0
2002,5,20,2023,5,20,IN,6525,0
2004,6,11,2027,6,11,CN,5772,1
2008,8,2,2020,8,2,PA,4259,0
2011,4,29,2020,4,29,US,3259,0
2013,3,19,2021,3,19,EG,2569,0
2008,9,16,2020,9,19,US,4214,0
1999,10,27,2020,10,26,US,7461,0
2015,3,24,2021,3,24,US,1834,0
2008,2,4,2021,2,4,US,4439,0
2011,11,28,2020,11,28,ZA,3046,1
2011,4,14,2022,4,14,US,3274,0
2013,12,9,2020,8,31,US,2304,0
2010,6,22,2020,6,22,US,3570,0
2010,6,22,2020,6,22,US,3570,0
1999,3,25,2025,3,25,US,7677,0
1993,9,30,2025,9,29,US,9679,0
2000,3,8,2021,3,8,CA,7328,1
2010,12,3,2023,12,3,BS,3406,0
2010,6,22,2020,6,22,US,3570,1
2010,12,3,2023,12,3,BS,3406,0
2010,6,22,2020,6,22,US,3570,0
2010,6,22,2023,6,22,CN,3570,1
2005,7,19,2026,7,19,US,5369,0
1996,2,11,2022,2,12,KR,8815,0
1998,1,9,2021,1,8,US,8117,0
2015,2,9,2021,2,9,FR,1877,0
2015,3,24,2021,3,24,US,1834,0
2010,3,11,2021,3,11,US,3673,1
2015,6,8,2020,6,8,US,1758,1
2011,11,21,2024,11,21,US,3053,0
2010,6,22,2023,6,22,CN,3570,1
2019,12,10,2020,12,10,US,112,0
1997,10,5,2020,10,4,US,8213,0
2013,3,19,2021,3,19,EG,2569,0
2010,6,22,2020,6,22,US,3570,1
2005,8,18,2024,1,16,US,5339,1
2002,5,20,2023,5,20,IN,6525,0
2004,11,19,2021,11,19,PA,5611,0
1996,7,16,2021,7,15,IN,8659,0
2010,6,22,2020,6,22,US,3570,0
2004,11,19,2021,11,19,PA,5611,0
2013,1,29,2021,1,29,US,2618,0
2008,8,2,2020,8,2,PA,4259,0
2013,5,15,2020,5,15,US,2512,1
2008,8,2,2020,8,2,PA,4259,0
2010,6,22,2028,6,17,US,3570,0
2000,2,20,2028,12,29,PA,7345,0
2012,3,6,2021,3,6,CN,2947,1
2009,12,12,2020,12,12,US,3762,1
2010,6,22,2023,6,22,CN,3570,1
2016,8,15,2020,8,15,US,1324,1
2002,9,9,2021,9,9,GI,6413,1
2010,6,22,2023,6,22,CN,3570,1
1993,9,30,2025,9,29,US,9679,0
1996,8,30,2024,8,29,US,8614,0
2014,9,26,2020,9,26,CN,2013,1
1995,5,5,2023,5,6,US,9097,0
1997,6,12,2020,6,11,US,8328,0
2006,3,22,2020,8,22,US,5123,0
2010,6,22,2020,6,22,US,3570,0
2010,6,22,2023,6,22,CN,3570,1
2011,4,14,2022,4,14,US,3274,0
1999,9,29,2020,9,29,US,7489,0
2011,4,29,2020,4,29,US,3259,0
2010,12,3,2023,12,3,BS,3406,0
2014,11,3,2021,11,3,US,1975,1
2019,4,10,2020,4,10,REDACTED FOR PRIVACY,356,1
2020,3,5,2021,3,5,CN,26,1
2010,6,22,2023,6,22,CN,3570,1
2010,6,22,2023,6,22,CN,3570,1
2010,6,22,2023,6,22,CN,3570,1
2010,6,22,2020,6,22,US,3570,1
2010,6,22,2020,6,22,US,3570,0
2000,2,20,2028,12,29,PA,7345,0
2010,6,22,2020,6,22,US,3570,0
2020,3,5,2021,3,5,CN,26,1
2010,6,22,2023,6,22,CN,3570,1
1995,11,1,2021,2,2,US,8917,0
2010,6,22,2020,6,22,US,3570,0
2001,12,31,2024,12,31,US,6665,0
2010,6,22,2023,6,22,CN,3570,1
2011,11,28,2020,11,28,ZA,3046,1
2010,6,22,2023,6,22,CN,3570,1
2009,12,21,2020,12,21,CN,3753,1
1997,4,10,2027,4,11,IN,8391,0
2010,6,22,2023,6,22,CN,3570,1
2016,8,8,2020,8,8,CN,1331,1
2002,3,26,2021,3,26,US,6580,0
2002,10,16,2020,10,16,PA,6376,0
2010,6,22,2023,6,22,CN,3570,1
2006,3,22,2020,8,22,US,5123,0
1999,10,27,2020,10,26,US,7461,0
2009,3,15,2021,3,15,US,4034,0
2008,10,15,2020,10,15,US,4185,1
2010,1,30,2021,1,30,US,3713,1
2003,10,12,2021,10,12,US,6015,1
2010,6,22,2020,6,22,US,3570,1
2010,6,22,2023,6,22,CN,3570,1
2010,6,22,2023,6,22,CN,3570,1
2007,9,28,2021,9,28,CN,4568,1
2010,6,22,2023,6,22,CN,3570,1
2008,8,2,2020,8,2,PA,4259,0
2006,11,10,2020,11,10,US,4890,0
2020,1,21,2021,1,21,PH,70,1
2005,5,11,2020,5,11,US,5438,0
2009,12,21,2020,12,21,CN,3753,1
2010,7,30,2021,2,2,US,3532,0
2001,3,11,2021,3,11,DE,6960,1
2010,6,22,2023,6,22,CN,3570,1
2009,12,12,2020,12,12,US,3762,1
2020,1,21,2021,1,21,PH,70,1
2015,6,8,2020,6,8,US,1758,1
2010,6,22,2020,6,22,US,3570,0
2006,11,1,2028,11,17,US,4899,0
2006,5,30,2020,5,30,CN,5054,1
2008,8,2,2020,8,2,PA,4259,0
2010,10,30,2021,10,30,US,3440,0
2014,9,26,2020,9,26,CN,2013,1
1996,2,11,2022,2,12,KR,8815,0
2011,4,29,2020,4,29,US,3259,0
1991,7,25,2028,7,24,US,10477,0
1999,10,27,2020,10,26,US,7461,0
2010,6,22,2023,6,22,CN,3570,1
2010,12,3,2023,12,3,BS,3406,0
2020,2,16,2025,2,16,AE,44,1
2002,10,5,2020,10,5,US,6387,0
2004,11,19,2021,11,19,PA,5611,0
2010,6,22,2023,6,22,CN,3570,1
2010,6,22,2023,6,22,CN,3570,1
2011,4,29,2020,4,29,US,3259,0
2014,4,2,2020,4,2,CN,2190,1
2005,6,10,2021,6,10,US,5408,0
2003,10,12,2021,10,12,US,6015,1
2010,6,22,2020,6,22,US,3570,1
2010,6,22,2020,6,22,US,3570,1
2013,3,19,2021,3,19,EG,2569,0
2009,12,21,2020,12,21,CN,3753,1
2010,6,22,2020,6,22,US,3570,1
2000,8,15,2022,8,15,US,7168,0
2010,6,22,2020,6,22,US,3570,1
2012,3,6,2021,3,6,CN,2947,1
2010,6,22,2020,6,22,US,3570,0
2004,9,8,2020,9,8,US,5683,0
2008,11,17,2020,11,17,US,4152,1
2010,8,31,2020,8,31,US,3500,1
1998,1,9,2021,1,8,US,8117,0
2000,3,8,2021,3,8,CA,7328,1
2010,6,22,2020,6,22,US,3570,0
2010,6,22,2023,6,22,CN,3570,1
2012,7,10,2021,7,10,REDACTED FOR PRIVACY,2821,1
2010,6,22,2023,6,22,CN,3570,1
2013,2,27,2021,2,27,US,2589,0
1993,5,13,2020,5,14,US,9819,1
2008,10,8,2020,10,8,PA,4192,1
2006,11,10,2020,11,10,US,4890,0
2016,6,27,2020,6,27,IN,1373,1
1999,8,8,2020,8,8,US,7541,0
2006,1,12,2021,1,12,US,5192,0
2015,6,8,2020,6,8,US,1758,1
2010,6,22,2020,6,22,US,3570,0
2012,4,1,2021,4,1,CN,2921,1
2000,1,21,2021,1,21,US,7375,0
2010,6,22,2020,6,22,US,3570,0
1997,2,3,2022,2,4,IN,8457,0
2010,6,22,2023,6,22,CN,3570,1
2005,4,28,2021,4,28,US,5451,0
2010,6,22,2023,6,22,CN,3570,1
2014,4,2,2020,4,2,CN,2190,1
2010,6,22,2028,6,17,US,3570,0
2004,8,28,2022,8,28,US,5694,0
2010,6,22,2020,6,22,US,3570,0
2010,6,22,2023,6,22,CN,3570,1
1993,5,13,2020,5,14,US,9819,1
2014,8,7,2020,8,7,US,2063,1
2010,6,22,2020,6,22,US,3570,1
2010,5,6,2029,5,6,CN,3617,1
1998,9,10,2021,9,9,US,7873,0
2010,6,22,2028,6,17,US,3570,0
2018,6,25,2020,6,25,CN,645,1
2010,6,22,2020,6,22,US,3570,1
2001,6,1,2021,9,12,KY,6878,1
2019,12,10,2020,12,10,US,112,0
2009,3,15,2021,3,15,US,4034,0
2020,2,16,2025,2,16,AE,44,1
2009,10,22,2022,10,22,REDACTED FOR PRIVACY,3813,1
1996,2,11,2022,2,12,KR,8815,0
1999,9,29,2020,9,29,US,7489,0
2009,12,21,2020,12,21,CN,3753,1
2009,12,21,2020,12,21,CN,3753,1
2014,2,25,2024,2,25,US,2226,0
2010,6,22,2020,6,22,US,3570,0
2010,6,22,2020,6,22,US,3570,0
2012,2,26,2028,2,26,US,2956,0
2010,12,3,2023,12,3,BS,3406,0
1993,9,30,2025,9,29,US,9679,0
2000,3,8,2021,3,8,CA,7328,1
2009,4,3,2021,4,3,US,4015,0
2010,6,22,2020,6,22,US,3570,1
2010,6,22,2023,6,22,CN,3570,1
2013,3,19,2021,3,19,EG,2569,0
2011,4,29,2020,4,29,US,3259,0
2010,6,22,2023,6,22,CN,3570,1
2018,6,25,2020,6,25,CN,645,1
2010,6,22,2023,6,22,CN,3570,1
2004,6,14,2020,6,14,US,5769,0
2020,2,16,2025,2,16,AE,44,1
2000,1,21,2021,1,21,US,7375,0
2006,1,12,2021,1,12,US,5192,0
2010,6,22,2020,6,22,US,3570,1
2010,6,22,2020,6,22,US,3570,0
1996,7,16,2021,7,15,IN,8659,0
1999,3,1,2021,3,1,US,7701,1
2005,7,20,2021,7,20,REDACTED FOR PRIVACY,5368,0
2010,6,22,2023,6,22,CN,3570,1
2011,4,29,2020,4,29,US,3259,0
2013,1,29,2021,1,29,US,2618,0
2010,6,22,2023,6,22,CN,3570,1
2017,8,6,2020,8,6,US,968,0
1998,7,8,2020,7,7,JP,7937,0
1993,9,30,2025,9,29,US,9679,0
2010,6,22,2023,6,22,CN,3570,1
2010,6,22,2023,6,22,CN,3570,1
2012,3,6,2021,3,6,CN,2947,1
2003,8,29,2023,8,29,CN,6059,1
2010,6,22,2023,6,22,CN,3570,1
1996,9,17,2020,9,16,US,8596,0
2010,6,22,2020,6,22,US,3570,0
2010,6,22,2020,6,22,US,3570,0
2020,3,5,2021,3,5,CN,26,1
2008,10,15,2020,10,15,US,4185,1
2013,12,9,2020,8,31,US,2304,0
2013,5,15,2020,5,15,US,2512,1
2010,12,3,2023,12,3,BS,3406,0
2011,6,21,2020,6,21,DE,3206,1
2010,6,22,2020,6,22,US,3570,0
1994,6,2,2021,6,1,US,9434,0
1996,8,30,2024,8,29,US,8614,0
2010,6,22,2023,6,22,CN,3570,1
1999,8,8,2020,8,8,US,7541,0
2018,6,25,2020,6,25,CN,645,1
2010,6,22,2020,6,22,US,3570,0
2010,6,22,2023,6,22,CN,3570,1
2011,4,29,2020,4,29,US,3259,0
2010,6,22,2020,6,22,US,3570,1
1997,8,24,2020,8,23,US,8255,0
2020,2,16,2025,2,16,AE,44,1
2020,2,16,2025,2,16,AE,44,1
2002,7,11,2024,7,11,US,6473,1
2008,3,13,2021,3,13,US,4401,1
2012,3,6,2021,3,6,CN,2947,1
2010,6,22,2020,6,22,US,3570,0
2005,7,19,2026,7,19,US,5369,0
2006,2,22,2021,2,22,NL,5151,0
2013,2,27,2021,2,27,US,2589,0
1993,9,30,2025,9,29,US,9679,0
2010,6,22,2023,6,22,CN,3570,1
2010,6,22,2020,6,22,US,3570,0
2001,5,17,2020,5,17,CN,6893,1
2009,10,29,2021,10,29,AU,3806,0
2005,6,10,2021,6,10,US,5408,0
2011,2,9,2021,2,9,US,3338,0
2010,6,22,2023,6,22,CN,3570,1
2019,10,28,2020,10,28,KY,155,0
2010,6,22,2023,6,22,CN,3570,1
2010,6,22,2023,6,22,CN,3570,1
2010,11,23,2020,11,23,US,3416,0
1995,5,4,2027,7,27,CN,9098,1
2011,8,30,2025,8,30,US,3136,0
2004,6,11,2027,6,11,CN,5772,1
2010,6,22,2020,6,22,US,3570,1
1999,12,2,2020,12,2,US,7425,0
2004,9,3,2020,9,3,US,5688,0
2010,6,22,2023,6,22,CN,3570,1
2010,6,22,2023,6,22,CN,3570,1
2010,6,22,2023,6,22,CN,3570,1
2020,2,16,2025,2,16,AE,44,1
2010,6,22,2020,6,22,US,3570,0
2008,3,13,2021,3,13,US,4401,1
1996,2,11,2022,2,12,KR,8815,0
2010,11,23,2020,11,23,US,3416,0
2014,2,25,2024,2,25,US,2226,0
2010,6,22,2020,6,22,US,3570,1
2001,11,12,2021,11,12,US,6714,1
2019,10,11,2020,10,11,US,172,0
2019,8,27,2020,8,27,REDACTED FOR PRIVACY,217,1
2010,6,22,2020,6,22,US,3570,1
2010,6,22,2020,6,22,US,3570,0
1993,9,30,2025,9,29,US,9679,0
1998,5,27,2020,5,26,US,7979,0
2010,6,22,2020,6,22,US,3570,1
2009,12,21,2020,12,21,CN,3753,1
2014,12,31,2021,12,31,US,1917,1
2004,11,19,2021,11,19,PA,5611,0
2017,12,22,2020,12,22,US,830,1
2001,7,13,2025,11,9,TR,6836,0
2005,9,17,2025,9,17,US,5309,1
2010,6,22,2023,6,22,CN,3570,1
1995,11,1,2021,2,2,US,8917,0
1995,12,6,2020,12,5,CH,8882,0
2005,10,1,2020,10,1,DK,5295,0
2010,6,22,2020,6,22,US,3570,0
1999,11,10,2025,11,10,US,7447,0
2010,6,22,2023,6,22,CN,3570,1
2010,6,22,2020,6,22,US,3570,1
2004,10,18,2022,10,27,US,5643,0
2010,3,11,2021,3,11,US,3673,1
2017,8,6,2020,8,6,US,968,0
2010,6,22,2023,6,22,CN,3570,1
2010,6,22,2020,6,22,US,3570,0
2007,10,28,2020,10,28,US,4538,1
2020,3,5,2021,3,5,CN,26,1
2010,6,22,2020,6,22,US,3570,1
2014,7,4,2021,7,4,CN,2097,1
2004,7,23,2020,7,23,ca,5730,0
2010,6,22,2023,6,22,CN,3570,1
2010,6,22,2023,6,22,CN,3570,1
1995,11,1,2021,2,2,US,8917,0
2010,6,22,2028,6,17,US,3570,0
2000,2,20,2028,12,29,PA,7345,0
1993,5,13,2020,5,14,US,9819,1
2010,4,4,2020,4,4,IL,3649,0
2018,6,25,2020,6,25,CN,645,1
2010,6,22,2023,6,22,CN,3570,1
2010,6,22,2023,6,22,CN,3570,1
2010,6,22,2023,6,22,CN,3570,1
1998,1,9,2021,1,8,US,8117,0
2004,6,14,2020,6,14,US,5769,0
2010,6,22,2020,6,22,US,3570,0
2011,4,29,2020,4,29,US,3259,0
2010,7,30,2021,2,2,US,3532,0
1998,1,9,2021,1,8,US,8117,0
2010,6,22,2023,6,22,CN,3570,1
2010,6,22,2020,6,22,US,3570,0
2019,3,10,2021,3,10,CN,387,1
2010,6,22,2023,6,22,CN,3570,1
2010,6,22,2023,6,22,CN,3570,1
2000,1,21,2021,1,21,US,7375,0
2010,6,22,2020,6,22,US,3570,0
1999,10,27,2020,10,26,US,7461,0
2006,2,22,2021,2,22,NL,5151,0
2010,6,22,2020,6,22,US,3570,1
2008,10,15,2020,10,15,US,4185,1
2008,8,2,2020,8,2,PA,4259,0
2010,6,22,2020,6,22,US,3570,0
2010,6,22,2023,6,22,CN,3570,1
2014,11,3,2021,11,3,US,1975,1
2011,6,21,2020,6,21,DE,3206,1
2005,7,19,2026,7,19,US,5369,0
2009,2,7,2028,2,7,REDACTED FOR PRIVACY,4070,0
2010,6,22,2023,6,22,CN,3570,1
2004,6,14,2020,6,14,US,5769,0
2010,6,22,2020,6,22,US,3570,1
2011,8,30,2025,8,30,US,3136,0
2010,6,22,2023,6,22,CN,3570,1
2010,6,22,2020,6,22,US,3570,1
2005,7,19,2026,7,19,US,5369,0
2013,6,16,2021,6,16,US,2480,1
2010,6,22,2020,6,22,US,3570,1
2010,4,4,2020,4,4,IL,3649,0
2010,6,22,2023,6,22,CN,3570,1
2016,6,27,2020,6,27,IN,1373,1
2014,7,5,2021,7,5,US,2096,1
2002,10,16,2020,10,16,PA,6376,0
2004,11,5,2027,11,5,US,5625,1
2010,6,22,2020,6,22,US,3570,0
2010,6,22,2023,6,22,CN,3570,1
2010,6,22,2020,6,22,US,3570,0
2007,11,27,2021,11,27,CN,4508,1
2015,2,9,2021,2,9,FR,1877,0
2010,6,22,2023,6,22,CN,3570,1
2010,6,22,2023,6,22,CN,3570,1
2011,11,28,2020,11,28,ZA,3046,1
2014,7,5,2021,7,5,US,2096,1
2008,3,13,2021,3,13,US,4401,1
2014,11,3,2021,11,3,US,1975,1
2003,8,29,2023,8,29,CN,6059,1
1993,9,30,2025,9,29,US,9679,0
2016,8,8,2020,8,8,CN,1331,1
2017,5,20,2020,5,20,REDACTED FOR PRIVACY,1046,1
2010,6,22,2020,6,22,US,3570,1
2012,7,19,2020,7,19,RU,2812,1
2009,12,21,2020,12,21,CN,3753,1
2010,6,22,2020,6,22,US,3570,1
2017,8,6,2020,8,6,US,968,0
2014,11,3,2021,11,3,US,1975,1
2010,6,22,2020,6,22,US,3570,1
2010,6,22,2023,6,22,CN,3570,1
2010,12,3,2023,12,3,BS,3406,0
2006,2,22,2021,2,22,NL,5151,0
2008,5,3,2023,5,3,CN,4350,1
2014,11,3,2021,11,3,US,1975,1
2013,12,9,2020,8,31,US,2304,0
2020,2,16,2025,2,16,AE,44,1
2004,7,23,2020,7,23,ca,5730,0
2014,3,31,2023,3,31,US,2192,1
2010,6,22,2020,6,22,US,3570,1
2000,3,8,2021,3,8,CA,7328,1
2013,12,9,2020,8,31,US,2304,0
2010,6,22,2020,6,22,US,3570,1
2010,6,22,2020,6,22,US,3570,0
2010,6,22,2028,6,17,US,3570,0
2010,6,22,2023,6,22,CN,3570,1
2008,8,2,2020,8,2,PA,4259,0
2014,7,5,2021,7,5,US,2096,1
1996,9,29,2020,9,28,US,8584,0
2010,6,22,2023,6,22,CN,3570,1
1998,1,9,2021,1,8,US,8117,0
1996,9,29,2020,9,28,US,8584,0
2010,6,22,2023,6,22,CN,3570,1
2010,6,22,2023,6,22,CN,3570,1
2010,6,22,2023,6,22,CN,3570,1
2011,4,29,2020,4,29,US,3259,0
2008,8,2,2020,8,2,PA,4259,0
1999,8,8,2020,8,8,US,7541,0
1997,10,1,2020,10,31,US,8217,0
2004,6,20,2020,6,20,US,5763,0
2010,6,22,2020,6,22,US,3570,0
2004,6,14,2020,6,14,US,5769,0
2010,6,22,2023,6,22,CN,3570,1
1993,9,30,2025,9,29,US,9679,0
2010,6,22,2020,6,22,US,3570,1
2010,6,22,2020,6,22,US,3570,0
2010,6,22,2020,6,22,US,3570,0
2006,1,12,2021,1,12,US,5192,0
2005,2,7,2022,2,7,US,5531,0
2015,2,12,2021,2,12,US,1874,0
2014,9,26,2020,9,26,CN,2013,1
2010,6,22,2020,6,22,US,3570,1
2019,10,11,2020,10,11,US,172,0
2008,8,2,2020,8,2,PA,4259,0
2014,7,4,2021,7,4,CN,2097,1
1998,5,13,2020,5,12,FR,7993,0
2010,6,22,2023,6,22,CN,3570,1
2010,6,22,2023,6,22,CN,3570,1
2010,6,22,2023,6,22,CN,3570,1
1996,5,1,2021,5,2,US,8735,0
2020,2,16,2025,2,16,AE,44,1
2010,6,22,2020,6,22,US,3570,0
2011,4,29,2020,4,29,US,3259,0
2012,7,19,2020,7,19,RU,2812,1
2010,6,22,2020,6,22,US,3570,0
2014,2,25,2024,2,25,US,2226,0
2010,6,22,2023,6,22,CN,3570,1
2009,2,7,2028,2,7,REDACTED FOR PRIVACY,4070,0
2006,3,22,2020,8,22,US,5123,0
2010,6,22,2023,6,22,CN,3570,1
1993,9,30,2025,9,29,US,9679,0
2009,12,21,2020,12,21,CN,3753,1
1999,10,27,2020,10,26,US,7461,0
2010,12,3,2023,12,3,BS,3406,0
1994,6,2,2021,6,1,US,9434,0
2010,6,22,2020,6,22,US,3570,0
2010,6,22,2020,6,22,US,3570,0
2010,6,22,2020,6,22,US,3570,1
2003,3,28,2022,3,28,US,6213,0
1999,10,27,2020,10,26,US,7461,0
2017,8,6,2020,8,6,US,968,0
2017,8,6,2020,8,6,US,968,0
2001,10,21,2020,10,21,US,6736,0
2010,6,22,2020,6,22,US,3570,0
2010,6,22,2020,6,22,US,3570,1
2013,1,29,2021,1,29,US,2618,0
2020,3,5,2021,3,5,CN,26,1
1998,5,27,2020,5,26,US,7979,0
2005,6,10,2021,6,10,US,5408,0
1996,5,1,2021,5,2,US,8735,0
2010,6,22,2023,6,22,CN,3570,1
2004,6,20,2020,6,20,US,5763,0
2010,6,22,2020,6,22,US,3570,0
2000,1,21,2021,1,21,US,7375,0
2010,6,22,2020,6,22,US,3570,0
2010,6,22,2023,6,22,CN,3570,1
2014,11,3,2021,11,3,US,1975,1
2012,7,10,2021,7,10,REDACTED FOR PRIVACY,2821,1
2010,6,22,2020,6,22,US,3570,0
2010,6,22,2020,6,22,US,3570,0
2010,6,22,2023,6,22,CN,3570,1
1995,7,16,2021,7,15,US,9025,0
1996,7,16,2021,7,15,IN,8659,0
2010,6,22,2020,6,22,US,3570,0
2010,12,3,2023,12,3,BS,3406,0
2004,11,19,2021,11,19,PA,5611,0
1995,7,16,2021,7,15,US,9025,0
2010,6,22,2028,6,17,US,3570,0
2010,6,22,2023,6,22,CN,3570,1
2004,8,28,2022,8,28,US,5694,0
2010,6,22,2020,6,22,US,3570,1
2011,4,29,2020,4,29,US,3259,0
2010,6,22,2020,6,22,US,3570,1
2009,4,3,2021,4,3,US,4015,0
2004,11,19,2021,11,19,PA,5611,0
2013,1,29,2021,1,29,US,2618,0
